上虞116路公交车路线,74,120.684311;29.788784;120.683121;29.790165;120.682274;29.789886;120.669991;29.786722;120.669769;29.7868;120.661766;29.79797;120.661629;29.798008;120.65538;29.800346;120.655243;29.800318;120.650635;29.797409;120.649948;29.797546;120.640221;29.802162;120.639893;29.802139;120.628365;29.798929;120.628082;29.798758;120.625778;29.795792;120.625031;29.795437;120.613785;29.791321;120.613541;29.791485;120.610428;29.796352;120.610382;29.796566;120.608612;29.806002;120.60833;29.806511;120.602776;29.811077;120.602692;29.81131;120.60334;29.817162;120.603477;29.817526;120.609146;29.832163;120.609253;29.832378;120.611977;29.835428;120.612091;29.835802;120.613556;29.843285;120.613609;29.843647;120.60965;29.854023;120.609749;29.854202;120.622612;29.859312;120.622757;29.859453;120.623848;29.863256;120.624062;29.863602;120.628647;29.869289;120.628723;29.86961;120.627525;29.877344;120.627548;29.877504;120.630737;29.89106;120.630745;29.89123;120.631294;29.906349;120.631256;29.90678;120.628403;29.914326;120.628357;29.914349;120.621185;29.916462;120.620918;29.916658;120.616272;29.922459;120.615913;29.922714;120.608276;29.925974;120.608139;29.926081;120.595215;29.937231;120.595139;29.937428;120.593063;29.946129;120.593102;29.94648;120.597046;29.956957;120.597115;29.957272;120.597908;29.966572;120.597855;29.966749;120.59288;29.967817;120.592781;29.969126;120.592377;29.974867;120.591621;29.974899;120.587219;29.975414;120.587219;29.976166;120.58725;29.982664;120.588356;29.982651;120.599068;29.982531;120.599075;29.982286;120.597847;29.97761
上虞118路公交车路线,56,120.493874;30.120226;120.498703;30.133556;120.49926;30.133389;120.506844;30.131094;120.507034;30.130968;120.509727;30.127205;120.509888;30.127148;120.519737;30.124905;120.52005;30.124905;120.536583;30.125515;120.536659;30.125469;120.53437;30.121981;120.534515;30.121893;120.541473;30.117826;120.541595;30.117622;120.542267;30.115196;120.542221;30.115152;120.537186;30.106876;120.536057;30.107204;120.527802;30.109444;120.527565;30.10902;120.521797;30.092699;120.52179;30.092508;120.521744;30.078941;120.521812;30.078867;120.538017;30.078543;120.53801;30.076553;120.538078;30.067062;120.539986;30.067053;120.545235;30.067053;120.545502;30.066067;120.547432;30.058962;120.547485;30.058594;120.548553;30.04664;120.547829;30.04674;120.531967;30.046494;120.531898;30.046425;120.532616;30.03776;120.532524;30.03731;120.530632;30.034649;120.530708;30.034544;120.550301;30.024874;120.550682;30.024639;120.55278;30.021093;120.553001;30.020956;120.568275;30.011528;120.568237;30.011061;120.568985;29.999727;120.568886;29.999245;120.564034;29.989098;120.5644;29.988716;120.576134;29.977833;120.577179;29.977245;120.586937;29.975073;120.587044;29.974949;120.58709;29.970196
上虞122路公交车路线,92,120.740313;29.374201;120.745705;29.381052;120.745682;29.381075;120.743767;29.379536;120.743698;29.379572;120.74482;29.380287;120.74482;29.380314;120.743759;29.381033;120.743668;29.381039;120.736008;29.380274;120.735947;29.380219;120.737366;29.377541;120.737183;29.377987;120.736008;29.380274;120.73613;29.380301;120.743759;29.381033;120.74382;29.381012;120.74482;29.380287;120.744789;29.380232;120.743767;29.379536;120.744072;29.379578;120.745682;29.381075;120.745705;29.381052;120.744949;29.379562;120.745468;29.380053;120.746483;29.381479;120.746544;29.381424;120.744522;29.37862;120.744583;29.378597;120.747574;29.379868;120.74752;29.379787;120.745132;29.377909;120.745369;29.37775;120.748604;29.379097;120.748802;29.379023;120.752586;29.376894;120.752441;29.376648;120.748772;29.373306;120.748611;29.373238;120.745796;29.373047;120.745743;29.372959;120.74379;29.368338;120.743904;29.368393;120.745796;29.373047;120.745895;29.373119;120.751709;29.37496;120.751846;29.375053;120.756996;29.380556;120.757126;29.380619;120.766464;29.379253;120.766548;29.379293;120.771721;29.387938;120.771904;29.388029;120.791351;29.394236;120.791565;29.394453;120.797226;29.398838;120.797348;29.398998;120.798241;29.402578;120.79837;29.402687;120.802666;29.405451;120.802711;29.405582;120.799515;29.42197;120.799515;29.422272;120.800797;29.431063;120.800903;29.431303;120.802711;29.433828;120.802658;29.433857;120.798637;29.4424;120.798531;29.442495;120.79425;29.445091;120.794174;29.445183;120.793091;29.448133;120.793404;29.448502;120.798737;29.452755;120.798393;29.453268;120.793411;29.458872;120.79303;29.459982;120.793358;29.465504;120.7939;29.465946;120.820877;29.483097;120.821007;29.483124;120.830498;29.480875;120.831848;29.480806;120.848206;29.48138;120.848228;29.481394;120.853752;29.485525;120.854202;29.486244;120.8573;29.490664;120.857521;29.49102;120.860794;29.500156;120.860909;29.500286;120.864838;29.501675
上虞123南线公交车路线,52,120.851759;30.054738;120.851639;30.053402;120.850212;30.053324;120.84774;30.051823;120.847908;30.051666;120.855675;30.044422;120.855949;30.044016;120.860962;30.035919;120.860115;30.035528;120.856796;30.03484;120.856827;30.034708;120.856834;30.032118;120.856888;30.032089;120.866188;30.034935;120.866585;30.033751;120.867371;30.031813;120.86805;30.031885;120.873856;30.032555;120.874237;30.031652;120.875717;30.02766;120.875748;30.027365;120.876259;30.01255;120.876411;30.012062;120.880424;30.011303;120.880539;30.012035;120.881378;30.016016;120.88147;30.016125;120.885521;30.019514;120.885567;30.019667;120.886406;30.025881;120.886322;30.025951;120.881493;30.025143;120.881401;30.025633;120.880089;30.033346;120.879066;30.033224;120.867332;30.031898;120.867043;30.032722;120.866264;30.034941;120.866188;30.034935;120.856895;30.032305;120.856956;30.032705;120.856918;30.034956;120.857048;30.035053;120.861061;30.035969;120.860817;30.036354;120.855461;30.044868;120.85498;30.045387;120.845688;30.053534;120.8461;30.054115;120.847168;30.055605;120.847679;30.055487;120.851461;30.054739
上虞123路东线公交车路线,54,120.851759;30.054739;120.849731;30.054926;120.849739;30.054853;120.850159;30.05331;120.849922;30.053268;120.84774;30.051823;120.847908;30.051666;120.855675;30.044422;120.855949;30.044016;120.860962;30.035919;120.860115;30.035528;120.856796;30.03484;120.856827;30.034708;120.856834;30.032118;120.856888;30.032089;120.866188;30.034935;120.866585;30.033751;120.867371;30.031813;120.86805;30.031885;120.880119;30.033274;120.880478;30.031233;120.8815;30.025095;120.882828;30.025255;120.885887;30.025438;120.885979;30.025274;120.885269;30.018993;120.885048;30.018728;120.881378;30.016016;120.881287;30.015856;120.880424;30.011303;120.879967;30.011353;120.877625;30.011671;120.876892;30.011909;120.875847;30.027374;120.875801;30.027668;120.873955;30.032568;120.873833;30.032635;120.867332;30.031898;120.86705;30.032705;120.866264;30.034941;120.866188;30.034935;120.856895;30.032305;120.856956;30.032705;120.856918;30.034956;120.857048;30.035053;120.861061;30.035969;120.860817;30.036354;120.855461;30.044868;120.85498;30.045387;120.845688;30.053534;120.846199;30.054258;120.847168;30.055605;120.847679;30.055487;120.851534;30.054794
上虞123路公交车路线,52,120.851759;30.054738;120.851639;30.053402;120.850212;30.053324;120.84774;30.051823;120.847908;30.051666;120.855675;30.044422;120.855949;30.044016;120.860962;30.035919;120.860115;30.035528;120.856796;30.03484;120.856827;30.034708;120.856834;30.032118;120.856888;30.032089;120.866188;30.034935;120.866585;30.033751;120.867371;30.031813;120.86805;30.031885;120.873856;30.032555;120.874237;30.031652;120.875717;30.02766;120.875748;30.027365;120.876259;30.01255;120.876411;30.012062;120.880424;30.011303;120.880539;30.012035;120.881378;30.016016;120.88147;30.016125;120.885521;30.019514;120.885567;30.019667;120.886406;30.025881;120.886322;30.025951;120.881493;30.025143;120.881401;30.025633;120.880089;30.033346;120.879066;30.033224;120.867332;30.031898;120.867043;30.032722;120.866264;30.034941;120.866188;30.034935;120.856895;30.032305;120.856956;30.032705;120.856918;30.034956;120.857048;30.035053;120.861061;30.035969;120.860817;30.036354;120.855461;30.044868;120.85498;30.045387;120.845688;30.053534;120.8461;30.054115;120.847168;30.055605;120.847679;30.055487;120.851461;30.054739
上虞125南线公交车路线,72,120.863489;29.502162;120.860367;29.499765;120.860313;29.499666;120.857475;29.491062;120.857246;29.490686;120.853706;29.485579;120.853607;29.485504;120.848175;29.481428;120.847939;29.481339;120.830505;29.480921;120.829567;29.481089;120.823235;29.483246;120.823013;29.483273;120.819176;29.482496;120.818207;29.483047;120.812584;29.486172;120.812012;29.485897;120.801689;29.47888;120.800667;29.47842;120.790993;29.476048;120.790993;29.476042;120.782021;29.471176;120.781982;29.471107;120.794174;29.445183;120.79425;29.445091;120.796326;29.443733;120.796211;29.443525;120.795395;29.441753;120.795456;29.441708;120.797218;29.441271;120.797157;29.441202;120.793846;29.440842;120.793732;29.44091;120.793968;29.442127;120.793556;29.442387;120.790779;29.443407;120.79071;29.443394;120.79258;29.441914;120.79258;29.441853;120.792084;29.439882;120.792038;29.439848;120.791611;29.441954;120.790993;29.442059;120.787605;29.440937;120.787643;29.440884;120.790588;29.441271;120.790604;29.441212;120.78978;29.43811;120.789581;29.438013;120.78389;29.436211;120.783691;29.436253;120.78109;29.438272;120.781067;29.438229;120.782799;29.435707;120.782784;29.435564;120.78093;29.433298;120.78093;29.433134;120.78157;29.431129;120.781456;29.430998;120.776588;29.428661;120.77639;29.428221;120.776146;29.424189;120.7761;29.424116;120.774414;29.422604;120.774361;29.422308;120.77459;29.412661;120.774521;29.412586;120.770935;29.409681;120.770996;29.409294;120.76873;29.405113;120.768631;29.405041;120.763046;29.403015
上虞125西线公交车路线,72,120.863489;29.502162;120.860367;29.499765;120.860313;29.499666;120.857475;29.491062;120.857246;29.490686;120.853706;29.485579;120.853607;29.485504;120.848175;29.481428;120.847939;29.481339;120.830505;29.480921;120.829567;29.481089;120.823235;29.483246;120.823013;29.483273;120.819176;29.482496;120.818207;29.483047;120.812584;29.486172;120.812012;29.485897;120.801689;29.47888;120.800667;29.47842;120.790993;29.476048;120.790993;29.476042;120.782021;29.471176;120.781982;29.471107;120.794174;29.445183;120.79425;29.445091;120.796326;29.443733;120.796211;29.443525;120.795395;29.441753;120.795456;29.441708;120.797218;29.441271;120.797157;29.441202;120.793846;29.440842;120.793732;29.44091;120.793968;29.442127;120.793556;29.442387;120.790779;29.443407;120.79071;29.443394;120.79258;29.441914;120.79258;29.441853;120.792084;29.439882;120.792038;29.439848;120.791611;29.441954;120.790993;29.442059;120.787605;29.440937;120.787643;29.440884;120.790588;29.441271;120.790604;29.441212;120.78978;29.43811;120.789581;29.438013;120.78389;29.436211;120.783691;29.436253;120.78109;29.438272;120.781067;29.438229;120.782799;29.435707;120.782784;29.435564;120.78093;29.433298;120.78093;29.433134;120.78157;29.431129;120.781456;29.430998;120.776588;29.428661;120.77639;29.428221;120.776146;29.424189;120.7761;29.424116;120.774414;29.422604;120.774361;29.422308;120.77459;29.412661;120.774521;29.412586;120.770935;29.409681;120.770996;29.409294;120.76873;29.405113;120.768631;29.405041;120.763046;29.403015
上虞125路公交车路线,72,120.863489;29.502162;120.860367;29.499765;120.860313;29.499666;120.857475;29.491062;120.857246;29.490686;120.853706;29.485579;120.853607;29.485504;120.848175;29.481428;120.847939;29.481339;120.830505;29.480921;120.829567;29.481089;120.823235;29.483246;120.823013;29.483273;120.819176;29.482496;120.818207;29.483047;120.812584;29.486172;120.812012;29.485897;120.801689;29.47888;120.800667;29.47842;120.790993;29.476048;120.790993;29.476042;120.782021;29.471176;120.781982;29.471107;120.794174;29.445183;120.79425;29.445091;120.796326;29.443733;120.796211;29.443525;120.795395;29.441753;120.795456;29.441708;120.797218;29.441271;120.797157;29.441202;120.793846;29.440842;120.793732;29.44091;120.793968;29.442127;120.793556;29.442387;120.790779;29.443407;120.79071;29.443394;120.79258;29.441914;120.79258;29.441853;120.792084;29.439882;120.792038;29.439848;120.791611;29.441954;120.790993;29.442059;120.787605;29.440937;120.787643;29.440884;120.790588;29.441271;120.790604;29.441212;120.78978;29.43811;120.789581;29.438013;120.78389;29.436211;120.783691;29.436253;120.78109;29.438272;120.781067;29.438229;120.782799;29.435707;120.782784;29.435564;120.78093;29.433298;120.78093;29.433134;120.78157;29.431129;120.781456;29.430998;120.776588;29.428661;120.77639;29.428221;120.776146;29.424189;120.7761;29.424116;120.774414;29.422604;120.774361;29.422308;120.77459;29.412661;120.774521;29.412586;120.770935;29.409681;120.770996;29.409294;120.76873;29.405113;120.768631;29.405041;120.763046;29.403015
上虞126东线公交车路线,24,120.376282;29.677214;120.371445;29.678694;120.371284;29.678694;120.362289;29.678085;120.362206;29.678099;120.357735;29.680151;120.35759;29.680273;120.349709;29.687895;120.349632;29.688013;120.349182;29.692665;120.348953;29.692787;120.330116;29.699154;120.330032;29.699232;120.324699;29.705116;120.324615;29.705317;120.323074;29.711128;120.323006;29.711199;120.317047;29.71744;120.316872;29.717461;120.312119;29.718403;120.311699;29.718203;120.297768;29.714586;120.296921;29.714493;120.257508;29.711592
